-5.500000000000000444e-01,-6.899999999999999467e-01,-5.000000000000000000e-01,-1.300000000000000044e-01,9.699999999999999734e-01,-5.699999999999999512e-01,4.100000000000000000e+01,6.600000000000000000e+01,4.900000000000000000e+01,2.300000000000000000e+01,2.900000000000000000e+01,1.090000000000000080e+00,1.844999999999999929e+01,2.032000000000000028e+01,2.455999999999999872e+01,2.010000000000000142e+01,5.710000000000000142e+01,4.699999999999999734e-01,1.700000000000000122e-01,3.300000000000000155e-01,1.300000000000000044e-01,2.330000000000000071e+00,0.000000000000000000e+00,2.360000000000000142e+01,-5.099999999999999645e+00,2.500000000000000000e+00,2.520000000000000000e+02,0.000000000000000000e+00,4.056399999999999864e+02,1.212099999999999937e+02,2.753000000000000114e+01,-6.780000000000000249e+00,2.819999999999999840e+00,2.543300000000000125e+02,0.000000000000000000e+00
-5.400000000000000355e-01,-6.999999999999999556e-01,-4.799999999999999822e-01,-3.800000000000000044e-01,1.260000000000000009e+00,-5.899999999999999689e-01,4.984000000000000341e+01,8.345000000000000284e+01,5.039999999999999858e+01,3.234000000000000341e+01,2.450000000000000000e+01,1.199999999999999956e+00,2.269000000000000128e+01,2.489000000000000057e+01,2.619999999999999929e+01,2.010000000000000142e+01,5.538000000000000256e+01,4.899999999999999911e-01,3.400000000000000244e-01,7.900000000000000355e-01,4.199999999999999845e-01,6.767000000000000171e+01,0.000000000000000000e+00,2.880000000000000071e+01,-2.700000000000000178e+00,1.959999999999999964e+00,1.665000000000000000e+02,0.000000000000000000e+00,2.642599999999999909e+02,1.215199999999999960e+02,3.860999999999999943e+01,-4.839999999999999858e+00,2.770000000000000018e+00,2.341699999999999875e+02,0.000000000000000000e+00
-5.500000000000000444e-01,-6.500000000000000222e-01,-5.799999999999999600e-01,-4.099999999999999756e-01,4.559999999999999609e+00,-6.999999999999999556e-01,1.440200000000000102e+02,1.963700000000000045e+02,9.015000000000000568e+01,7.557999999999999829e+01,8.300000000000000711e+00,3.000000000000000000e+00,6.435999999999999943e+01,6.828000000000000114e+01,3.820000000000000284e+01,4.475999999999999801e+01,4.611999999999999744e+01,9.000000000000000222e-01,1.100000000000000006e-01,2.399999999999999911e-01,8.900000000000000133e-01,5.735000000000000142e+01,0.000000000000000000e+00,4.179999999999999716e+01,-3.600000000000000089e+00,1.199999999999999956e+00,1.890000000000000000e+02,0.000000000000000000e+00,1.905900000000000034e+02,1.214699999999999989e+02,4.621000000000000085e+01,-4.480000000000000426e+00,2.259999999999999787e+00,2.463499999999999943e+02,0.000000000000000000e+00
-6.999999999999999556e-01,-7.600000000000000089e-01,-6.999999999999999556e-01,-5.300000000000000266e-01,2.939999999999999947e+00,-7.800000000000000266e-01,1.875600000000000023e+02,2.474799999999999898e+02,1.165400000000000063e+02,7.934999999999999432e+01,1.255000000000000071e+01,3.740000000000000213e+00,5.639000000000000057e+01,6.035000000000000142e+01,3.464000000000000057e+01,3.724000000000000199e+01,4.950999999999999801e+01,8.399999999999999689e-01,5.999999999999999778e-02,1.050000000000000044e+00,5.200000000000000178e-01,9.487999999999999545e+01,0.000000000000000000e+00,4.000000000000000000e+01,-9.200000000000000400e-01,1.580000000000000071e+00,1.305000000000000000e+02,0.000000000000000000e+00,1.257600000000000051e+02,1.064000000000000057e+02,4.221000000000000085e+01,-1.879999999999999893e+00,2.399999999999999911e+00,2.253799999999999955e+02,0.000000000000000000e+00
-4.799999999999999822e-01,-6.099999999999999867e-01,-5.200000000000000178e-01,-5.799999999999999600e-01,7.199999999999999734e-01,-7.299999999999999822e-01,1.096899999999999977e+02,1.565200000000000102e+02,6.393999999999999773e+01,5.321999999999999886e+01,2.826000000000000156e+01,2.850000000000000089e+00,5.693999999999999773e+01,6.034000000000000341e+01,3.094000000000000128e+01,2.257999999999999829e+01,4.849000000000000199e+01,7.500000000000000000e-01,4.099999999999999756e-01,-1.370000000000000107e+00,2.700000000000000178e-01,1.239200000000000017e+02,2.000000000000000042e-02,3.119999999999999929e+01,1.879999999999999893e+00,3.220000000000000195e+00,2.025000000000000000e+02,0.000000000000000000e+00,4.365199999999999818e+02,9.285999999999999943e+01,4.403000000000000114e+01,-6.899999999999999467e-01,4.089999999999999858e+00,3.264200000000000159e+02,2.000000000000000042e-02
-6.600000000000000311e-01,-7.700000000000000178e-01,-4.899999999999999911e-01,-4.000000000000000222e-01,7.600000000000000089e-01,-5.899999999999999689e-01,3.585999999999999943e+01,5.756000000000000227e+01,3.610999999999999943e+01,2.178999999999999915e+01,3.650999999999999801e+01,8.499999999999999778e-01,1.201999999999999957e+01,1.351999999999999957e+01,1.839000000000000057e+01,1.302999999999999936e+01,6.409000000000000341e+01,3.499999999999999778e-01,3.099999999999999978e-01,5.300000000000000266e-01,2.399999999999999911e-01,1.652299999999999898e+02,0.000000000000000000e+00,2.100000000000000000e+01,-2.779999999999999805e+00,2.799999999999999822e+00,1.170000000000000000e+02,0.000000000000000000e+00,4.117699999999999818e+02,1.238900000000000006e+02,2.744000000000000128e+01,-4.259999999999999787e+00,3.459999999999999964e+00,3.117699999999999818e+02,0.000000000000000000e+00
-4.199999999999999845e-01,-5.600000000000000533e-01,-4.000000000000000222e-01,-2.999999999999999889e-01,2.060000000000000053e+00,-6.099999999999999867e-01,6.332999999999999829e+01,9.056999999999999318e+01,5.714999999999999858e+01,4.297999999999999687e+01,1.500999999999999979e+01,1.729999999999999982e+00,3.647999999999999687e+01,3.967000000000000171e+01,3.427000000000000313e+01,3.026999999999999957e+01,4.593999999999999773e+01,6.800000000000000488e-01,1.100000000000000006e-01,2.399999999999999911e-01,7.399999999999999911e-01,7.743000000000000682e+01,0.000000000000000000e+00,3.600000000000000000e+01,-4.280000000000000249e+00,1.139999999999999902e+00,1.485000000000000000e+02,0.000000000000000000e+00,2.287700000000000102e+02,8.989000000000000057e+01,3.979999999999999716e+01,-5.309999999999999609e+00,1.989999999999999991e+00,2.259300000000000068e+02,0.000000000000000000e+00
-4.600000000000000200e-01,-5.600000000000000533e-01,-5.500000000000000444e-01,-2.300000000000000100e-01,5.080000000000000071e+00,-7.199999999999999734e-01,1.205999999999999943e+02,1.580900000000000034e+02,8.534000000000000341e+01,5.747999999999999687e+01,7.209999999999999964e+00,3.029999999999999805e+00,6.468000000000000682e+01,6.890000000000000568e+01,3.868999999999999773e+01,4.418999999999999773e+01,4.382999999999999829e+01,8.599999999999999867e-01,-8.000000000000000167e-02,2.300000000000000100e-01,5.600000000000000533e-01,5.275999999999999801e+01,0.000000000000000000e+00,5.120000000000000284e+01,-3.859999999999999876e+00,1.500000000000000000e+00,2.025000000000000000e+02,0.000000000000000000e+00,2.654300000000000068e+02,1.254899999999999949e+02,4.696000000000000085e+01,-4.750000000000000000e+00,2.339999999999999858e+00,2.552599999999999909e+02,0.000000000000000000e+00
-7.199999999999999734e-01,-7.700000000000000178e-01,-6.099999999999999867e-01,-4.600000000000000200e-01,8.900000000000000133e-01,-7.399999999999999911e-01,8.043999999999999773e+01,1.079399999999999977e+02,5.738000000000000256e+01,3.497999999999999687e+01,2.798999999999999844e+01,1.780000000000000027e+00,2.287999999999999901e+01,2.507999999999999829e+01,2.262000000000000099e+01,1.892999999999999972e+01,5.278999999999999915e+01,4.699999999999999734e-01,1.000000000000000056e-01,9.300000000000000488e-01,3.200000000000000067e-01,1.447199999999999989e+02,0.000000000000000000e+00,3.420000000000000284e+01,-1.820000000000000062e+00,2.620000000000000107e+00,1.800000000000000000e+02,0.000000000000000000e+00,3.478199999999999932e+02,1.265699999999999932e+02,3.767000000000000171e+01,-3.509999999999999787e+00,3.459999999999999964e+00,3.247200000000000273e+02,0.000000000000000000e+00
-7.900000000000000355e-01,-8.199999999999999512e-01,-6.999999999999999556e-01,-5.899999999999999689e-01,1.989999999999999991e+00,-7.900000000000000355e-01,1.310399999999999920e+02,1.610300000000000011e+02,8.256999999999999318e+01,6.235000000000000142e+01,1.857000000000000028e+01,2.569999999999999840e+00,2.687000000000000099e+01,2.933999999999999986e+01,2.507999999999999829e+01,2.535000000000000142e+01,5.552000000000000313e+01,5.400000000000000355e-01,8.000000000000000167e-02,2.328999999999999915e+01,7.900000000000000355e-01,1.319999999999999929e+01,0.000000000000000000e+00,3.439999999999999858e+01,-8.000000000000000167e-02,2.060000000000000053e+00,2.340000000000000000e+02,0.000000000000000000e+00,2.553700000000000045e+02,1.270400000000000063e+02,3.732000000000000028e+01,-1.939999999999999947e+00,3.689999999999999947e+00,2.471999999999999886e+02,0.000000000000000000e+00
